330887, 0.10, 0.14, 0.77
330908, 0.08, 0.13, 0.77
330928, 0.06, 0.13, 0.74
330948, 0.04, 0.12, 0.70
330968, 0.02, 0.10, 0.57
330988, -0.16, 0.07, 0.28
331008, -0.29, 0.26, -0.28
331027, -0.16, 0.03, -0.46
331048, 0.11, 0.11, -0.24
331067, 0.52, -0.16, 0.85
331087, 0.86, -0.39, 2.65
331107, 0.66, -0.25, 3.41
331127, 0.26, 0.08, 2.69
331147, 0.10, 0.16, 1.40
331167, -0.05, 0.23, 1.00
331187, 0.02, 0.09, 0.92
331207, 0.05, -0.03, 0.83
331227, 0.10, -0.03, 0.88
331248, 0.12, 0.04, 0.85
331268, 0.10, 0.12, 0.81
331288, 0.06, 0.14, 0.77
331308, 0.03, 0.15, 0.72
331328, -0.00, 0.18, 0.65
331347, -0.03, 0.18, 0.55
331367, -0.09, 0.17, 0.33
331387, -0.20, 0.17, -0.13
331407, -0.11, 0.07, -0.51
331427, 0.02, -0.00, -0.50
331447, 0.44, 0.00, -0.11
331467, 0.80, -0.27, 1.49
331487, 0.85, -0.38, 3.27
331507, 0.44, 0.17, 4.10
331527, 0.34, 0.17, 2.47
331547, -0.04, 0.45, 1.72
331567, 0.06, 0.26, 1.02
331587, 0.10, 0.02, 0.89
331607, 0.17, -0.02, 0.79
331627, 0.18, 0.01, 0.73
331647, 0.13, 0.10, 0.65
331667, 0.07, 0.15, 0.62
331686, 0.04, 0.13, 0.59
331706, 0.01, 0.11, 0.57
331727, -0.02, 0.10, 0.50
331747, -0.05, 0.11, 0.37
331767, -0.17, 0.16, 0.08
331787, -0.13, 0.17, -0.22
331807, -0.11, 0.21, -0.43
331827, 0.13, 0.34, 0.01
331847, 0.57, 0.01, 1.43
331867, 0.78, -0.50, 3.28
331886, 0.46, -0.04, 3.49
331906, 0.22, 0.23, 2.37
331926, -0.03, 0.44, 1.39
331946, -0.01, 0.25, 1.02
331967, 0.04, 0.09, 0.76
331987, 0.08, 0.01, 0.67
332007, 0.08, 0.03, 0.68
332027, 0.07, 0.09, 0.72
332046, 0.04, 0.15, 0.68
332066, -0.01, 0.16, 0.67
332086, -0.02, 0.12, 0.63
332106, -0.05, 0.10, 0.41
332126, -0.19, 0.14, -0.02
332146, -0.13, 0.16, -0.49
332166, -0.03, 0.17, -0.43
332186, 0.42, 0.10, 0.65
332207, 0.79, -0.37, 2.57
332226, 0.65, -0.38, 3.73
332246, 0.35, 0.16, 2.58
332266, 0.02, 0.44, 1.02
332286, -0.11, 0.52, 1.03
332306, -0.04, 0.28, 0.96
332326, 0.03, 0.10, 0.98
332346, 0.08, -0.01, 0.98
332366, 0.06, 0.02, 0.93
332386, 0.02, 0.07, 0.86
332406, 0.01, 0.10, 0.82
332426, -0.01, 0.11, 0.77
332446, -0.02, 0.14, 0.69
332466, -0.03, 0.15, 0.64
332486, -0.05, 0.15, 0.50
332506, -0.15, 0.17, 0.19
332526, -0.21, 0.15, -0.27
332545, -0.13, 0.01, -0.48
332566, 0.09, 0.06, -0.33
332586, 0.42, 0.07, 0.84
332606, 0.68, -0.21, 2.81
332625, 0.82, -0.49, 3.40
332646, 0.40, 0.02, 3.01
332666, 0.05, 0.35, 1.66
332686, -0.05, 0.37, 1.14
332706, -0.07, 0.23, 1.06
332725, -0.05, 0.07, 0.94
332745, -0.02, -0.00, 0.82
332766, -0.01, 0.04, 0.76
332786, -0.02, 0.09, 0.66
332805, -0.03, 0.10, 0.61
332825, -0.06, 0.10, 0.54
332846, -0.08, 0.10, 0.42
332865, -0.10, 0.08, 0.29
332885, -0.16, 0.09, 0.02
332906, -0.13, 0.00, -0.24
332925, -0.03, 0.09, -0.30
332946, 0.20, 0.23, 0.09
332966, 0.53, 0.05, 1.14
332985, 0.74, -0.31, 3.02
333005, 0.42, -0.10, 3.69
333025, 0.20, 0.18, 2.60
333045, -0.06, 0.51, 1.43
